image_name,points,xi,yi,xw,yw
capture_20260626_122916.jpg,1,1081.0,735.0,239.0,-21.2
capture_20260626_122916.jpg,2,1135.0,831.0,199.0,-21.2
capture_20260626_122916.jpg,3,680.0,774.0,239.0,78.8
capture_20260626_122916.jpg,4,675.0,887.0,199.0,78.8
capture_20260626_122916.jpg,5,857.0,806.0,219.0,38.8
capture_20260626_122916.jpg,6,942.0,796.0,219.0,18.8
